c_l_i_n_i_c___n_a_m_e,a_i_l_m_e_n_t,m_o_n_t_h___n_a_m_e,s_e_a_s_o_n,s_e_v_e_r_i_t_y,p_a_t_i_e_n_t___i_d,n_u_m___m_e_d_i_c_a_t_i_o_n_s,a_g_e,w_a_i_t___t_i_m_e___m_i_n_u_t_e_s,i_s___s_e_v_e_r_e,i_s___f_o_l_l_o_w___u_p
Rural Health Post B,Diabetes,June,Long Rains,Moderate,17,38,38.529411764705884,31.941176470588236,0,0
Rural Health Post B,Diabetes,June,Long Rains,Severe,6,13,41.666666666666664,39.166666666666664,6,1
Rural Health Post B,Diabetes,November,Short Rains,Mild,20,50,35.5,35.65,0,2
Rural Health Post B,Diabetes,November,Short Rains,Moderate,14,36,33.57142857142857,33.214285714285715,0,0
Rural Health Post B,Diabetes,November,Short Rains,Severe,6,14,36.666666666666664,17.666666666666668,6,0
Rural Health Post B,Diabetes,October,Cool/Dry,Mild,18,45,32.22222222222222,27.666666666666668,0,1
Rural Health Post B,Diabetes,October,Cool/Dry,Moderate,14,45,30.0,29.071428571428573,0,0
Rural Health Post B,Diabetes,October,Cool/Dry,Severe,2,5,35.0,22.0,2,0
Rural Health Post B,Diabetes,September,Cool/Dry,Mild,22,48,35.0,35.13636363636363,0,1
Rural Health Post B,Diabetes,September,Cool/Dry,Moderate,9,21,40.55555555555556,28.0,0,1
Rural Health Post B,Diabetes,September,Cool/Dry,Severe,5,15,29.0,29.6,5,0
Rural Health Post B,Diarrhea,August,Cool/Dry,Mild,23,55,35.43478260869565,25.695652173913043,0,1
Rural Health Post B,Diarrhea,August,Cool/Dry,Moderate,23,60,35.0,29.391304347826086,0,0
Rural Health Post B,Diarrhea,August,Cool/Dry,Severe,11,31,34.09090909090909,27.09090909090909,11,0
Rural Health Post B,Diarrhea,July,Long Rains,Mild,77,184,31.363636363636363,30.103896103896105,0,2
Rural Health Post B,Diarrhea,July,Long Rains,Moderate,50,132,27.6,29.36,0,6
Rural Health Post B,Diarrhea,July,Long Rains,Severe,16,40,28.75,27.8125,16,0
Rural Health Post B,Diarrhea,June,Long Rains,Mild,59,142,32.96610169491525,30.915254237288135,0,5
Rural Health Post B,Diarrhea,June,Long Rains,Moderate,43,107,35.0,26.58139534883721,0,2
Rural Health Post B,Diarrhea,June,Long Rains,Severe,12,38,33.333333333333336,31.5,12,0
Rural Health Post B,Diarrhea,November,Short Rains,Mild,37,95,35.0,33.972972972972975,0,1
Rural Health Post B,Diarrhea,November,Short Rains,Moderate,39,102,39.87179487179487,31.974358974358974,0,1
Rural Health Post B,Diarrhea,November,Short Rains,Severe,15,36,43.0,27.0,15,0
Rural Health Post B,Diarrhea,October,Cool/Dry,Mild,48,115,32.708333333333336,31.875,0,1
Rural Health Post B,Diarrhea,October,Cool/Dry,Moderate,29,68,36.03448275862069,32.310344827586206,0,1
Rural Health Post B,Diarrhea,October,Cool/Dry,Severe,16,35,33.125,25.6875,16,2
Rural Health Post B,Diarrhea,September,Cool/Dry,Mild,43,102,32.674418604651166,29.651162790697676,0,3
Rural Health Post B,Diarrhea,September,Cool/Dry,Moderate,28,68,32.857142857142854,32.42857142857143,0,2
Rural Health Post B,Diarrhea,September,Cool/Dry,Severe,11,29,36.81818181818182,29.545454545454547,11,1
Rural Health Post B,Hypertension,August,Cool/Dry,Mild,26,61,26.923076923076923,30.115384615384617,0,1
Rural Health Post B,Hypertension,August,Cool/Dry,Moderate,10,28,33.0,19.7,0,1
Rural Health Post B,Hypertension,August,Cool/Dry,Severe,7,18,36.42857142857143,23.857142857142858,7,1
Rural Health Post B,Hypertension,July,Long Rains,Mild,27,76,33.888888888888886,33.18518518518518,0,0
Rural Health Post B,Hypertension,July,Long Rains,Moderate,17,44,35.588235294117645,27.176470588235293,0,2
Rural Health Post B,Hypertension,July,Long Rains,Severe,12,35,35.0,34.583333333333336,12,3
Rural Health Post B,Hypertension,June,Long Rains,Mild,26,51,34.23076923076923,28.23076923076923,0,0
Rural Health Post B,Hypertension,June,Long Rains,Moderate,21,48,24.523809523809526,30.333333333333332,0,2
Rural Health Post B,Hypertension,June,Long Rains,Severe,5,13,35.0,25.6,5,1
Rural Health Post B,Hypertension,November,Short Rains,Mild,30,73,30.0,30.666666666666668,0,0
Rural Health Post B,Hypertension,November,Short Rains,Moderate,18,43,37.22222222222222,33.388888888888886,0,1
Rural Health Post B,Hypertension,November,Short Rains,Severe,5,18,27.0,30.8,5,1
Rural Health Post B,Hypertension,October,Cool/Dry,Mild,26,64,28.076923076923077,30.192307692307693,0,1
Rural Health Post B,Hypertension,October,Cool/Dry,Moderate,11,23,31.363636363636363,39.0,0,1
Rural Health Post B,Hypertension,October,Cool/Dry,Severe,3,8,25.0,37.0,3,0
Rural Health Post B,Hypertension,September,Cool/Dry,Mild,22,60,30.454545454545453,26.772727272727273,0,2
Rural Health Post B,Hypertension,September,Cool/Dry,Moderate,20,44,26.5,22.75,0,0
Rural Health Post B,Hypertension,September,Cool/Dry,Severe,7,22,25.0,19.571428571428573,7,0
Rural Health Post B,Malaria,August,Cool/Dry,Mild,43,108,33.372093023255815,32.46511627906977,0,0
Rural Health Post B,Malaria,August,Cool/Dry,Moderate,30,76,33.333333333333336,29.333333333333332,0,0
Rural Health Post B,Malaria,August,Cool/Dry,Severe,12,35,28.333333333333332,27.833333333333332,12,0
Rural Health Post B,Malaria,July,Long Rains,Mild,71,188,31.619718309859156,29.211267605633804,0,3
Rural Health Post B,Malaria,July,Long Rains,Moderate,60,137,34.5,29.783333333333335,0,2
Rural Health Post B,Malaria,July,Long Rains,Severe,23,55,28.043478260869566,28.0,23,0
Rural Health Post B,Malaria,June,Long Rains,Mild,93,257,36.18279569892473,30.774193548387096,0,5
Rural Health Post B,Malaria,June,Long Rains,Moderate,58,154,28.79310344827586,30.67241379310345,0,5
Rural Health Post B,Malaria,June,Long Rains,Severe,23,61,22.391304347826086,33.04347826086956,23,1
Rural Health Post B,Malaria,November,Short Rains,Mild,126,316,33.73015873015873,29.23015873015873,0,5
Rural Health Post B,Malaria,November,Short Rains,Moderate,91,245,35.76923076923077,30.35164835164835,0,3
Rural Health Post B,Malaria,November,Short Rains,Severe,36,106,35.55555555555556,32.416666666666664,36,2
Rural Health Post B,Malaria,October,Cool/Dry,Mild,59,147,31.779661016949152,31.084745762711865,0,1
Rural Health Post B,Malaria,October,Cool/Dry,Moderate,37,99,39.054054054054056,31.054054054054053,0,1
Rural Health Post B,Malaria,October,Cool/Dry,Severe,11,23,33.18181818181818,27.727272727272727,11,0
Rural Health Post B,Malaria,September,Cool/Dry,Mild,36,90,35.833333333333336,27.916666666666668,0,0
Rural Health Post B,Malaria,September,Cool/Dry,Moderate,34,91,36.470588235294116,29.764705882352942,0,1
Rural Health Post B,Malaria,September,Cool/Dry,Severe,18,47,25.0,24.77777777777778,18,0
Rural Health Post B,Minor Injuries,August,Cool/Dry,Mild,24,55,35.0,27.458333333333332,0,1
Rural Health Post B,Minor Injuries,August,Cool/Dry,Moderate,20,50,35.0,32.65,0,0
Rural Health Post B,Minor Injuries,August,Cool/Dry,Severe,3,10,25.0,32.333333333333336,3,0
Rural Health Post B,Minor Injuries,July,Long Rains,Mild,20,52,32.0,29.9,0,3
Rural Health Post B,Minor Injuries,July,Long Rains,Moderate,17,43,25.58823529411765,32.705882352941174,0,0
Rural Health Post B,Minor Injuries,July,Long Rains,Severe,2,6,35.0,61.0,2,0
Rural Health Post B,Minor Injuries,June,Long Rains,Mild,21,52,35.95238095238095,20.714285714285715,0,0
Rural Health Post B,Minor Injuries,June,Long Rains,Moderate,12,34,20.0,25.833333333333332,0,1
Rural Health Post B,Minor Injuries,June,Long Rains,Severe,8,16,45.0,27.25,8,1
Rural Health Post B,Minor Injuries,November,Short Rains,Mild,35,80,31.0,35.114285714285714,0,2
Rural Health Post B,Minor Injuries,November,Short Rains,Moderate,29,72,25.689655172413794,27.93103448275862,0,0
Rural Health Post B,Minor Injuries,November,Short Rains,Severe,10,21,35.0,26.4,10,1
Rural Health Post B,Minor Injuries,October,Cool/Dry,Mild,42,104,32.857142857142854,27.142857142857142,0,1
Rural Health Post B,Minor Injuries,October,Cool/Dry,Moderate,16,50,27.5,30.6875,0,0
Rural Health Post B,Minor Injuries,October,Cool/Dry,Severe,8,24,23.75,41.5,8,0
Rural Health Post B,Minor Injuries,September,Cool/Dry,Mild,33,84,36.21212121212121,30.575757575757574,0,3
Rural Health Post B,Minor Injuries,September,Cool/Dry,Moderate,13,34,32.69230769230769,28.153846153846153,0,1
Rural Health Post B,Minor Injuries,September,Cool/Dry,Severe,6,20,26.666666666666668,38.5,6,0
Rural Health Post B,Pneumonia,August,Cool/Dry,Mild,26,61,30.384615384615383,22.23076923076923,0,0
Rural Health Post B,Pneumonia,August,Cool/Dry,Moderate,15,33,28.333333333333332,31.4,0,0
Rural Health Post B,Pneumonia,August,Cool/Dry,Severe,7,17,32.142857142857146,30.0,7,0
Rural Health Post B,Pneumonia,July,Long Rains,Mild,29,76,32.241379310344826,25.20689655172414,0,2
Rural Health Post B,Pneumonia,July,Long Rains,Moderate,32,90,28.125,32.15625,0,3
Rural Health Post B,Pneumonia,July,Long Rains,Severe,14,34,35.0,26.071428571428573,14,1
Rural Health Post B,Pneumonia,June,Long Rains,Mild,26,67,33.84615384615385,28.423076923076923,0,1
Rural Health Post B,Pneumonia,June,Long Rains,Moderate,24,63,27.916666666666668,28.791666666666668,0,1
Rural Health Post B,Pneumonia,June,Long Rains,Severe,10,23,39.0,30.9,10,0
Rural Health Post B,Pneumonia,November,Short Rains,Mild,27,72,32.77777777777778,31.962962962962962,0,2
Rural Health Post B,Pneumonia,November,Short Rains,Moderate,21,54,28.333333333333332,27.285714285714285,0,1
Rural Health Post B,Pneumonia,November,Short Rains,Severe,8,23,17.5,27.0,8,0
Rural Health Post B,Pneumonia,October,Cool/Dry,Mild,22,56,30.90909090909091,34.13636363636363,0,2
Rural Health Post B,Pneumonia,October,Cool/Dry,Moderate,20,52,37.0,33.2,0,1
Rural Health Post B,Pneumonia,October,Cool/Dry,Severe,5,11,37.0,22.0,5,0
Rural Health Post B,Pneumonia,September,Cool/Dry,Mild,27,70,32.407407407407405,29.962962962962962,0,2
Rural Health Post B,Pneumonia,September,Cool/Dry,Moderate,10,23,31.0,27.2,0,0
Rural Health Post B,Pneumonia,September,Cool/Dry,Severe,4,8,45.0,35.5,4,0
Rural Health Post B,Skin Infections,August,Cool/Dry,Mild,25,63,35.8,27.12,0,0
Rural Health Post B,Skin Infections,August,Cool/Dry,Moderate,26,60,30.0,32.96153846153846,0,0
Rural Health Post B,Skin Infections,August,Cool/Dry,Severe,16,40,36.25,30.875,16,1
Rural Health Post B,Skin Infections,July,Long Rains,Mild,39,93,31.41025641025641,29.512820512820515,0,1
Rural Health Post B,Skin Infections,July,Long Rains,Moderate,12,24,29.166666666666668,34.0,0,1
Rural Health Post B,Skin Infections,July,Long Rains,Severe,4,15,30.0,13.5,4,1
Rural Health Post B,Skin Infections,June,Long Rains,Mild,23,63,35.869565217391305,25.043478260869566,0,0
Rural Health Post B,Skin Infections,June,Long Rains,Moderate,17,48,36.1764705882353,33.588235294117645,0,3
Rural Health Post B,Skin Infections,June,Long Rains,Severe,5,12,31.0,37.0,5,0
Rural Health Post B,Skin Infections,November,Short Rains,Mild,27,76,38.7037037037037,37.74074074074074,0,2
Rural Health Post B,Skin Infections,November,Short Rains,Moderate,27,65,29.074074074074073,24.11111111111111,0,3
Rural Health Post B,Skin Infections,November,Short Rains,Severe,7,19,33.57142857142857,28.428571428571427,7,1
Rural Health Post B,Skin Infections,October,Cool/Dry,Mild,35,92,30.714285714285715,31.82857142857143,0,1
Rural Health Post B,Skin Infections,October,Cool/Dry,Moderate,22,51,35.90909090909091,25.681818181818183,0,1
Rural Health Post B,Skin Infections,October,Cool/Dry,Severe,7,17,27.857142857142858,38.57142857142857,7,0
Rural Health Post B,Skin Infections,September,Cool/Dry,Mild,36,92,31.11111111111111,28.666666666666668,0,1
Rural Health Post B,Skin Infections,September,Cool/Dry,Moderate,24,60,25.833333333333332,32.083333333333336,0,0
Rural Health Post B,Skin Infections,September,Cool/Dry,Severe,10,29,28.0,19.3,10,0
Rural Health Post B,Typhoid,August,Cool/Dry,Mild,10,19,31.0,31.5,0,0
Rural Health Post B,Typhoid,August,Cool/Dry,Moderate,12,30,26.666666666666668,32.416666666666664,0,3
Rural Health Post B,Typhoid,August,Cool/Dry,Severe,3,8,11.666666666666666,32.0,3,0
Rural Health Post B,Typhoid,July,Long Rains,Mild,19,49,36.578947368421055,29.05263157894737,0,2
Rural Health Post B,Typhoid,July,Long Rains,Moderate,17,45,28.529411764705884,24.823529411764707,0,0
Rural Health Post B,Typhoid,July,Long Rains,Severe,6,13,30.0,24.5,6,0
Rural Health Post B,Typhoid,June,Long Rains,Mild,38,93,32.36842105263158,28.5,0,0
Rural Health Post B,Typhoid,June,Long Rains,Moderate,25,67,31.0,26.04,0,1
Rural Health Post B,Typhoid,June,Long Rains,Severe,9,20,35.0,34.0,9,1
Rural Health Post B,Typhoid,November,Short Rains,Mild,36,95,36.111111111111114,29.333333333333332,0,0
Rural Health Post B,Typhoid,November,Short Rains,Moderate,30,81,26.333333333333332,25.166666666666668,0,0
Rural Health Post B,Typhoid,November,Short Rains,Severe,4,11,25.0,46.75,4,0
Rural Health Post B,Typhoid,October,Cool/Dry,Mild,17,45,31.470588235294116,30.294117647058822,0,1
Rural Health Post B,Typhoid,October,Cool/Dry,Moderate,7,14,30.714285714285715,28.714285714285715,0,1
Rural Health Post B,Typhoid,October,Cool/Dry,Severe,3,10,35.0,16.666666666666668,3,0
Rural Health Post B,Typhoid,September,Cool/Dry,Mild,6,13,20.0,23.666666666666668,0,0
Rural Health Post B,Typhoid,September,Cool/Dry,Moderate,17,53,32.64705882352941,32.705882352941174,0,1
Rural Health Post B,Typhoid,September,Cool/Dry,Severe,4,6,25.0,43.0,4,1
Rural Health Post B,Upper Respiratory Infection,August,Cool/Dry,Mild,83,206,31.626506024096386,31.06024096385542,0,3
Rural Health Post B,Upper Respiratory Infection,August,Cool/Dry,Moderate,60,152,35.166666666666664,27.433333333333334,0,5
Rural Health Post B,Upper Respiratory Infection,August,Cool/Dry,Severe,24,61,33.333333333333336,25.25,24,2
Rural Health Post B,Upper Respiratory Infection,July,Long Rains,Mild,93,227,32.8494623655914,26.881720430107528,0,5
Rural Health Post B,Upper Respiratory Infection,July,Long Rains,Moderate,83,216,35.72289156626506,29.42168674698795,0,2
Rural Health Post B,Upper Respiratory Infection,July,Long Rains,Severe,30,66,37.0,29.7,30,2
Rural Health Post B,Upper Respiratory Infection,June,Long Rains,Mild,93,234,34.67741935483871,29.526881720430108,0,4
Rural Health Post B,Upper Respiratory Infection,June,Long Rains,Moderate,54,136,34.25925925925926,28.22222222222222,0,0
Rural Health Post B,Upper Respiratory Infection,June,Long Rains,Severe,24,55,35.833333333333336,36.041666666666664,24,2
Rural Health Post B,Upper Respiratory Infection,November,Short Rains,Mild,57,160,31.842105263157894,31.736842105263158,0,5
Rural Health Post B,Upper Respiratory Infection,November,Short Rains,Moderate,37,93,32.027027027027025,24.43243243243243,0,0
Rural Health Post B,Upper Respiratory Infection,November,Short Rains,Severe,22,62,39.09090909090909,23.954545454545453,22,0
Rural Health Post B,Upper Respiratory Infection,October,Cool/Dry,Mild,66,171,35.60606060606061,29.651515151515152,0,3
Rural Health Post B,Upper Respiratory Infection,October,Cool/Dry,Moderate,43,111,38.02325581395349,32.41860465116279,0,1
Rural Health Post B,Upper Respiratory Infection,October,Cool/Dry,Severe,22,55,41.36363636363637,38.04545454545455,22,0
Rural Health Post B,Upper Respiratory Infection,September,Cool/Dry,Mild,58,142,32.758620689655174,26.586206896551722,0,3
Rural Health Post B,Upper Respiratory Infection,September,Cool/Dry,Moderate,50,126,31.8,29.08,0,1
Rural Health Post B,Upper Respiratory Infection,September,Cool/Dry,Severe,19,43,40.78947368421053,31.68421052631579,19,3
Southside Community Clinic,Arthritis,August,Cool/Dry,Mild,25,64,35.4,25.68,0,1
Southside Community Clinic,Arthritis,August,Cool/Dry,Moderate,21,55,29.285714285714285,36.0,0,1
Southside Community Clinic,Arthritis,August,Cool/Dry,Severe,4,10,10.0,21.25,4,1
Southside Community Clinic,Arthritis,July,Long Rains,Mild,25,66,31.0,28.44,0,1
Southside Community Clinic,Arthritis,July,Long Rains,Moderate,18,49,38.333333333333336,19.833333333333332,0,1
Southside Community Clinic,Arthritis,July,Long Rains,Severe,2,5,20.0,29.0,2,0
Southside Community Clinic,Arthritis,June,Long Rains,Mild,26,72,34.61538461538461,27.576923076923077,0,1
Southside Community Clinic,Arthritis,June,Long Rains,Moderate,18,41,32.77777777777778,25.27777777777778,0,1
Southside Community Clinic,Arthritis,June,Long Rains,Severe,9,21,27.22222222222222,37.22222222222222,9,1
Southside Community Clinic,Arthritis,November,Short Rains,Mild,30,68,32.333333333333336,28.433333333333334,0,2
Southside Community Clinic,Arthritis,November,Short Rains,Moderate,25,59,33.4,32.12,0,1
Southside Community Clinic,Arthritis,November,Short Rains,Severe,9,25,29.444444444444443,32.77777777777778,9,0
Southside Community Clinic,Arthritis,October,Cool/Dry,Mild,27,59,33.888888888888886,29.40740740740741,0,0
Southside Community Clinic,Arthritis,October,Cool/Dry,Moderate,15,37,31.666666666666668,23.933333333333334,0,0
Southside Community Clinic,Arthritis,October,Cool/Dry,Severe,10,25,29.0,27.4,10,0
Southside Community Clinic,Arthritis,September,Cool/Dry,Mild,24,63,24.166666666666668,26.541666666666668,0,2
Southside Community Clinic,Arthritis,September,Cool/Dry,Moderate,24,60,38.333333333333336,21.041666666666668,0,1
Southside Community Clinic,Arthritis,September,Cool/Dry,Severe,12,30,33.333333333333336,27.75,12,0
Southside Community Clinic,Asthma,August,Cool/Dry,Mild,37,85,28.783783783783782,31.08108108108108,0,2
Southside Community Clinic,Asthma,August,Cool/Dry,Moderate,32,81,32.8125,28.8125,0,1
Southside Community Clinic,Asthma,August,Cool/Dry,Severe,8,18,35.0,24.75,8,1
Southside Community Clinic,Asthma,July,Long Rains,Mild,52,135,33.84615384615385,36.23076923076923,0,2
Southside Community Clinic,Asthma,July,Long Rains,Moderate,30,78,34.666666666666664,22.966666666666665,0,2
Southside Community Clinic,Asthma,July,Long Rains,Severe,16,44,34.375,27.8125,16,2
Southside Community Clinic,Asthma,June,Long Rains,Mild,39,99,35.256410256410255,26.0,0,3
Southside Community Clinic,Asthma,June,Long Rains,Moderate,29,64,30.862068965517242,29.03448275862069,0,5
Southside Community Clinic,Asthma,June,Long Rains,Severe,17,44,31.470588235294116,26.941176470588236,17,0
Southside Community Clinic,Asthma,November,Short Rains,Mild,40,102,29.75,28.0,0,1
Southside Community Clinic,Asthma,November,Short Rains,Moderate,30,78,36.666666666666664,28.433333333333334,0,2
Southside Community Clinic,Asthma,November,Short Rains,Severe,13,30,34.23076923076923,27.076923076923077,13,0
Southside Community Clinic,Asthma,October,Cool/Dry,Mild,45,107,29.0,27.533333333333335,0,3
Southside Community Clinic,Asthma,October,Cool/Dry,Moderate,25,54,32.6,26.6,0,0
Southside Community Clinic,Asthma,October,Cool/Dry,Severe,16,34,31.25,30.3125,16,0
Southside Community Clinic,Asthma,September,Cool/Dry,Mild,40,109,33.0,28.375,0,3
Southside Community Clinic,Asthma,September,Cool/Dry,Moderate,25,71,33.0,22.08,0,1
Southside Community Clinic,Asthma,September,Cool/Dry,Severe,18,39,38.888888888888886,28.444444444444443,18,1
Southside Community Clinic,Diabetes,August,Cool/Dry,Mild,43,105,32.2093023255814,29.72093023255814,0,2
Southside Community Clinic,Diabetes,August,Cool/Dry,Moderate,26,60,32.30769230769231,25.115384615384617,0,3
Southside Community Clinic,Diabetes,August,Cool/Dry,Severe,13,24,29.615384615384617,33.30769230769231,13,1
Southside Community Clinic,Diabetes,July,Long Rains,Mild,44,127,32.95454545454545,29.204545454545453,0,0
Southside Community Clinic,Diabetes,July,Long Rains,Moderate,26,63,31.153846153846153,29.653846153846153,0,0
Southside Community Clinic,Diabetes,July,Long Rains,Severe,11,30,38.63636363636363,30.454545454545453,11,1
